i: 0
0.658787 0.522172 0.397837 0.345987 0.345987 0.397837 0.522172 0.658787 | j: 0
0.40952 0.251987 0.102266 0.0444859 0.0444855 0.102266 0.251987 0.409519 | j: 1
0.421996 0.264232 0.114654 0.0567306 0.0567307 0.114654 0.264232 0.421995 | j: 2
0.694315 0.557224 0.434867 0.387631 0.387631 0.434867 0.557224 0.694315 | j: 3
0.878518 0.708856 0.564572 0.497443 0.497443 0.564574 0.708856 0.878518 | j: 4
0.878518 0.708856 0.564572 0.497443 0.497443 0.564574 0.708856 0.878518 | j: 5
0.943961 0.775505 0.63425 0.566846 0.566846 0.63425 0.775506 0.943961 | j: 6
0.785312 0.617593 0.471743 0.406526 0.406526 0.471744 0.617593 0.785312 | j: 7

i: 1
0.522172 0.33633 0.231393 0.175262 0.175262 0.231393 0.33633 0.522172 | j: 0
0.251988 0.0280838 -0.122391 -0.220239 -0.22024 -0.12239 0.0280836 0.251987 | j: 1
0.264232 0.0405594 -0.107483 -0.190867 -0.190867 -0.107483 0.0405594 0.264232 | j: 2
0.557224 0.379037 0.284242 0.228112 0.228112 0.284242 0.379037 0.557224 | j: 3
0.708856 0.489609 0.32742 0.227726 0.227727 0.32742 0.489609 0.708856 | j: 4
0.708856 0.489609 0.32742 0.227726 0.227727 0.32742 0.489609 0.708856 | j: 5
0.775506 0.560315 0.399038 0.300643 0.300644 0.399038 0.560315 0.775506 | j: 6
0.617593 0.396916 0.237229 0.138789 0.138789 0.237229 0.396916 0.617593 | j: 7

i: 2
0.397837 0.231393 0.103279 0.0234046 0.0234051 0.103279 0.231393 0.397837 | j: 0
0.102265 -0.122391 -0.333781 -0.451508 -0.451508 -0.333781 -0.122391 0.102266 | j: 1
0.114654 -0.107483 -0.298729 -0.416456 -0.416456 -0.298729 -0.107483 0.114654 | j: 2
0.434867 0.284242 0.15645 0.0466391 0.0466398 0.15645 0.284242 0.434867 | j: 3
0.564574 0.32742 0.100701 -0.0419899 -0.0419885 0.100701 0.32742 0.564574 | j: 4
0.564573 0.32742 0.100701 -0.0419899 -0.0419885 0.100701 0.32742 0.564573 | j: 5
0.63425 0.399038 0.176668 0.03444 0.0344409 0.176668 0.399038 0.63425 | j: 6
0.471744 0.237229 0.0294899 0.00146422 0.00146432 0.0294899 0.237229 0.471744 | j: 7

i: 3
0.345987 0.175262 0.0234051 -0.0463744 -0.0463744 0.023405 0.175262 0.345987 | j: 0
0.0444863 -0.220239 -0.451508 -0.633299 -0.633299 -0.451508 -0.220239 0.0444859 | j: 1
0.0567311 -0.190866 -0.416456 -0.580449 -0.580449 -0.416456 -0.190867 0.0567305 | j: 2
0.387631 0.228112 0.0466398 -0.190906 -0.190906 0.0466399 0.228112 0.387631 | j: 3
0.497443 0.227727 -0.0419885 -0.28267 -0.28267 -0.0419886 0.227727 0.497443 | j: 4
0.497443 0.227727 -0.0419886 -0.28267 -0.28267 -0.0419887 0.227727 0.497443 | j: 5
0.566846 0.300644 0.0344408 -0.203105 -0.203105 0.0344408 0.300644 0.566846 | j: 6
0.406526 0.138789 0.00146432 -0.0463742 -0.0463742 0.00146432 0.138789 0.406526 | j: 7

i: 4
0.345987 0.175262 0.0234051 -0.0463744 -0.0463744 0.023405 0.175262 0.345987 | j: 0
0.0444863 -0.220239 -0.451508 -0.633299 -0.633299 -0.451508 -0.220239 0.0444857 | j: 1
0.0567312 -0.190866 -0.416456 -0.580449 -0.580449 -0.416456 -0.190867 0.0567306 | j: 2
0.387631 0.228112 0.0466401 -0.190906 -0.190906 0.0466398 0.228112 0.387631 | j: 3
0.497443 0.227727 -0.0419884 -0.28267 -0.28267 -0.0419886 0.227727 0.497443 | j: 4
0.497443 0.227727 -0.0419884 -0.28267 -0.28267 -0.0419886 0.227727 0.497443 | j: 5
0.566846 0.300644 0.034441 -0.203105 -0.203105 0.0344409 0.300644 0.566846 | j: 6
0.406526 0.138789 0.00146437 -0.0463742 -0.0463742 0.00146432 0.138789 0.406526 | j: 7

i: 5
0.397837 0.231393 0.103279 0.023405 0.023405 -0.103279 0.231393 0.397837 | j: 0
0.102266 -0.122391 -0.333781 -0.451508 -0.451508 -0.333781 -0.122391 0.102265 | j: 1
0.114654 -0.107483 -0.298729 -0.416456 -0.416456 -0.298729 -0.107483 0.114654 | j: 2
0.434867 0.284242 0.15645 0.0466398 0.0466399 0.15645 0.284242 0.434867 | j: 3
0.564574 0.327421 0.100701 -0.0419886 -0.0419886 0.100701 0.32742 0.564574 | j: 4
0.564574 0.327421 0.100701 -0.0419886 -0.0419886 0.100701 0.32742 0.564574 | j: 5
0.634251 0.399039 0.176668 0.0344409 0.0344408 0.176668 0.399038 0.63425 | j: 6
0.471745 0.237229 0.0294899 0.00146432 0.00146432 0.0294899 0.237229 0.471744 | j: 7

i: 6
0.522172 0.33633 0.231393 0.175262 0.175262 0.231393 0.33633 0.522172 | j: 0
0.251987 0.0280838 -0.122391 -0.220239 -0.220239 -0.122391 0.0280836 0.251987 | j: 1
0.264232 0.0405594 -0.107483 -0.190866 -0.190866 -0.107483 0.0405594 0.264232 | j: 2
0.557224 0.379037 0.284242 0.228112 0.228112 0.284242 0.379037 0.557224 | j: 3
0.708856 0.489609 0.32742 0.227727 0.227727 0.32742 0.489609 0.708856 | j: 4
0.708857 0.48961 0.32742 0.227727 0.227727 0.327421 0.48961 0.708856 | j: 5
0.775506 0.560315 0.399038 0.300644 0.300644 0.399038 0.560315 0.775506 | j: 6
0.617593 0.396916 0.237229 0.138789 0.138789 0.237229 0.396916 0.617593 | j: 7

i: 7
0.658787 0.522172 0.397837 0.345987 0.345987 0.397837 0.522172 0.658787 | j: 0
0.40952 0.251987 0.102265 0.0444863 0.0444862 0.102266 0.251987 0.409519 | j: 1
0.421995 0.264232 0.114654 0.0567311 0.0567311 0.114654 0.264232 0.421995 | j: 2
0.694315 0.557224 0.434867 0.387631 0.387631 0.434867 0.557224 0.694315 | j: 3
0.878518 0.708856 0.564574 0.497443 0.497443 0.564574 0.708856 0.878518 | j: 4
0.878519 0.708856 0.564574 0.497443 0.497443 0.564574 0.708857 0.878518 | j: 5
0.943962 0.775506 0.63425 0.566846 0.566846 0.63425 0.775506 0.943962 | j: 6
0.785312 0.617593 0.471744 0.406526 0.406526 0.471744 0.617593 0.785312 | j: 7

